12.98117252,77.74361697
12.98118169,77.74365837
12.98116467,77.74366814
12.98115462,77.74368026
12.9811423,77.74370531
12.98112942,77.74371294
12.98112834,77.74373561
12.98112414,77.74376149
12.98111323,77.74378264
12.98110501,77.74380021
12.98109847,77.74381535
12.98109528,77.74383096
12.981096,77.74384573
12.98109472,77.74386737
12.9811018,77.74389048
12.98111608,77.74390527
12.98113317,77.74391407
12.98115003,77.74392438
12.98116708,77.74393168
12.98118194,77.74393112
12.98118647,77.74394446
12.98117253,77.7439557
12.98116301,77.74397441
12.98115017,77.74398831
12.98113725,77.74399884
12.98112564,77.7440163
12.98111914,77.74403559
12.9811113,77.7440579
12.9811072,77.74407895
12.98110131,77.74410187
12.98109499,77.74412138
12.98108896,77.74413929
12.98108264,77.74415762
12.98107005,77.74416585
12.98105143,77.74416458
12.98103737,77.74415098
12.98101862,77.7441439
12.98099502,77.74414404
12.9809717,77.74414236
12.98095298,77.7441339
12.98094211,77.74411917
12.98094683,77.74410257
12.98094596,77.74408588
12.98094212,77.74406842
12.98094106,77.7440472
12.9809456,77.74403014
12.9809404,77.74400647
12.9809517,77.74399077
12.98098029,77.74398806
12.98099459,77.74398979
12.9810181,77.74398225
12.9810289,77.74396383
12.98102411,77.74394066
12.98101626,77.74392558
12.98101017,77.74391282
12.98101147,77.74389904
12.98101592,77.74388597
12.98103002,77.74386364
12.98103768,77.74383706
12.98104025,77.74382287
12.98104417,77.74379572
12.98105487,77.74377392
12.98106379,77.74376228
12.9810707,77.74374493
12.9810777,77.74372637
12.9810845,77.74371082
12.98109581,77.74369318
12.98110447,77.74367813
12.98111168,77.74366247
12.9811164,77.74364034
12.98112024,77.74361662
12.98112559,77.74359486
12.98112796,77.74357249
12.98137635,77.74280194
12.98124352,77.74303708
12.98120737,77.74307205
12.98118844,77.74307128
12.98117631,77.74306415
12.98115781,77.74304794
12.98114201,77.74304824
12.98113227,77.74306144
12.98113335,77.74304215
12.98114262,77.74302976
12.98115117,77.74301889
12.98114479,77.74303711
