12.9812007,77.74348163
12.98119122,77.74348192
12.98118058,77.74348131
12.9812041,77.74350371
12.98119337,77.74350154
12.98117935,77.74350156
12.9811742,77.74349111
12.98116478,77.74348577
12.98114454,77.7434776
12.98113244,77.74347141
12.98112247,77.74346629
12.98111381,77.74347568
12.98112889,77.74348118
12.9811384,77.74348133
12.98114325,77.74346866
12.9811306,77.74345533
12.98112043,77.74344925
12.98110867,77.74344979
12.98109571,77.74345256
12.98110153,77.74346184
12.98111135,77.74346482
12.98112283,77.74346764
12.98113165,77.74347133
12.98114311,77.74347645
12.98115332,77.74348057
